experiment,region,year,evspsbl_10,evspsbl_90,evspsbl_50,evspsbl_corr
Historical,Grodno,1904,6.313,18.837,10.517,10.022
Historical,Grodno,1905,7.181,19.527,11.063,8.591
Historical,Grodno,1906,6.032,17.374,10.253,8.120
Historical,Grodno,1907,5.252,18.262,11.544,7.418
Historical,Grodno,1908,6.205,16.914,11.274,8.584
Historical,Grodno,1909,7.162,19.557,10.744,9.003
Historical,Grodno,1910,7.333,15.925,12.274,9.162
Historical,Grodno,1911,5.885,16.633,11.994,9.584
Historical,Grodno,1912,5.909,15.942,10.643,6.895
Historical,Grodno,1913,6.950,21.011,11.281,10.071
Historical,Grodno,1914,6.233,20.444,11.096,10.145
Historical,Grodno,1915,7.265,19.797,11.552,9.547
Historical,Grodno,1916,6.936,19.427,12.382,10.136
Historical,Grodno,1917,6.649,20.309,11.978,11.970
Historical,Grodno,1918,7.508,17.756,13.283,10.460
Historical,Grodno,1919,7.103,18.783,11.579,9.805
Historical,Grodno,1920,7.503,16.427,10.856,7.503
Historical,Grodno,1921,8.206,21.931,12.840,11.320
Historical,Grodno,1922,6.921,18.759,11.630,8.811
Historical,Grodno,1923,8.751,18.975,12.526,10.170
Historical,Grodno,1924,7.621,17.142,10.978,9.379
Historical,Grodno,1925,7.346,19.706,12.943,10.362
Historical,Grodno,1926,6.673,19.029,11.620,9.808
Historical,Grodno,1927,5.394,18.046,12.025,8.695
Historical,Grodno,1928,7.823,22.992,11.682,10.697
Historical,Grodno,1929,5.211,19.211,11.717,8.635
Historical,Grodno,1930,7.050,22.773,11.495,11.665
Historical,Grodno,1931,6.776,20.135,12.238,9.500
Historical,Grodno,1932,4.775,18.264,12.085,7.662
Historical,Grodno,1933,6.301,17.533,11.764,9.067
Historical,Grodno,1934,7.185,19.351,12.601,9.094
Historical,Grodno,1935,8.089,21.934,12.814,11.837
Historical,Grodno,1936,6.037,18.520,11.378,9.880
Historical,Grodno,1937,8.124,17.156,11.811,9.494
Historical,Grodno,1938,5.173,18.084,11.323,7.497
Historical,Grodno,1939,6.722,20.088,11.072,8.650
Historical,Grodno,1940,6.683,17.607,10.333,9.448
Historical,Grodno,1941,5.880,18.246,12.658,7.259
Historical,Grodno,1942,6.794,18.384,12.667,7.928
Historical,Grodno,1943,7.279,18.319,12.904,10.692
Historical,Grodno,1944,7.223,16.911,11.196,9.598
Historical,Grodno,1945,6.158,19.562,10.223,9.024
Historical,Grodno,1946,7.856,18.640,12.011,9.722
Historical,Grodno,1947,6.789,15.095,11.192,7.536
Historical,Grodno,1948,6.690,20.599,11.375,10.074
Historical,Grodno,1949,5.191,18.856,12.013,9.656
Historical,Grodno,1950,7.261,18.841,11.702,9.629
Historical,Grodno,1951,6.978,19.911,11.356,8.701
Historical,Grodno,1952,8.579,17.661,12.300,8.903
Historical,Grodno,1953,6.791,19.951,12.703,9.314
Historical,Grodno,1954,6.682,20.411,11.820,9.547
Historical,Grodno,1955,7.544,20.820,10.899,10.247
Historical,Grodno,1956,4.524,17.436,11.725,7.031
Historical,Grodno,1957,5.178,19.949,11.848,10.791
Historical,Grodno,1958,8.446,20.439,13.094,10.258
Historical,Grodno,1959,6.385,17.299,11.381,9.153
Historical,Grodno,1960,6.951,22.377,12.057,11.718
Historical,Grodno,1961,7.465,21.395,11.768,10.113
Historical,Grodno,1962,5.774,19.341,12.110,11.266
Historical,Grodno,1963,6.561,20.524,12.276,12.093
Historical,Grodno,1964,6.217,17.822,11.470,10.525
Historical,Grodno,1965,6.591,16.731,12.592,7.513
Historical,Grodno,1966,5.638,18.796,10.697,8.850
Historical,Grodno,1967,6.640,15.994,11.625,8.457
Historical,Grodno,1968,6.565,20.985,11.055,12.427
Historical,Grodno,1969,6.851,18.378,10.788,11.187
Historical,Grodno,1970,5.646,17.501,11.821,9.676
Historical,Grodno,1971,6.316,17.985,10.347,12.478
Historical,Grodno,1972,5.366,16.615,9.979,8.384
Historical,Grodno,1973,6.449,16.753,10.922,10.613
Historical,Grodno,1974,5.634,18.828,11.233,7.830
Historical,Grodno,1975,6.836,16.635,10.578,9.717
Historical,Grodno,1976,6.454,21.509,12.366,9.091
Historical,Grodno,1977,5.436,19.045,11.056,9.989
Historical,Grodno,1978,6.705,16.524,12.024,8.261
Historical,Grodno,1979,6.042,19.022,12.658,10.122
Historical,Grodno,1980,6.683,17.012,12.757,9.107
Historical,Grodno,1981,7.078,20.591,12.044,11.328
Historical,Grodno,1982,6.742,18.613,11.993,10.209
Historical,Grodno,1983,8.004,17.521,10.616,9.284
Historical,Grodno,1984,6.971,19.182,11.941,9.549
Historical,Grodno,1985,7.589,17.732,11.772,9.682
Historical,Grodno,1986,6.675,16.439,12.304,7.291
Historical,Grodno,1987,6.133,18.823,11.195,7.418
Historical,Grodno,1988,7.500,23.320,12.280,11.870
Historical,Grodno,1989,8.688,21.096,13.348,11.575
Historical,Grodno,1990,7.220,19.118,11.641,11.539
Historical,Grodno,1991,8.586,16.845,13.218,8.494
Historical,Grodno,1992,6.787,19.006,10.669,7.795
Historical,Grodno,1993,7.194,19.565,11.200,10.043
Historical,Grodno,1994,6.542,17.663,12.315,10.264
Historical,Grodno,1995,7.279,18.151,11.108,8.411
Historical,Grodno,1996,7.357,18.673,11.139,11.261
Historical,Grodno,1997,7.323,20.316,12.770,9.461
Historical,Grodno,1998,8.113,18.491,12.521,10.312
Historical,Grodno,1999,8.088,21.285,11.559,11.773
Historical,Grodno,2000,8.146,22.737,14.350,12.555
Historical,Grodno,2001,7.306,17.794,11.013,10.134
Historical,Grodno,2002,7.452,21.773,11.701,8.791
Historical,Grodno,2003,8.919,20.699,13.568,11.642
Historical,Grodno,2004,6.426,18.562,12.135,9.204
Historical,Grodno,2005,8.377,21.457,11.910,10.420
Historical,Grodno,2006,7.178,19.894,13.148,10.226
Historical,Grodno,2007,9.943,21.641,13.834,13.348
Historical,Grodno,2008,5.503,22.586,12.391,9.594
Historical,Grodno,2009,8.206,23.358,13.562,12.078
Historical,Grodno,2010,7.892,20.774,13.085,11.006
Historical,Grodno,2011,7.037,19.769,13.556,10.722
Historical,Grodno,2012,6.967,20.728,13.592,11.875
Historical,Grodno,2013,7.898,20.445,12.992,9.061
Historical,Grodno,2014,9.108,23.275,13.733,11.874
Historical,Minsk,1900,6.298,20.297,9.122,7.868
Historical,Minsk,1901,7.976,18.991,11.289,9.922
Historical,Minsk,1902,6.118,15.594,10.590,7.260
Historical,Minsk,1903,7.737,18.546,11.054,9.892
Historical,Minsk,1904,6.179,18.101,10.535,9.061
Historical,Minsk,1905,7.649,18.737,11.009,7.768
Historical,Minsk,1906,6.076,16.042,10.058,7.194
Historical,Minsk,1907,4.514,18.429,11.789,8.637
Historical,Minsk,1908,5.857,16.665,11.426,8.808
Historical,Minsk,1909,6.678,18.487,10.086,7.289
Historical,Minsk,1910,7.956,16.942,11.404,9.869
Historical,Minsk,1911,6.090,17.285,11.044,8.968
Historical,Minsk,1912,5.808,15.777,10.989,6.297
Historical,Minsk,1913,6.710,20.650,12.116,8.871
Historical,Minsk,1914,6.721,19.211,10.723,9.175
Historical,Minsk,1915,6.519,18.505,10.445,7.888
Historical,Minsk,1916,7.027,17.989,11.107,8.334
Historical,Minsk,1917,7.157,18.706,11.777,10.693
Historical,Minsk,1918,7.421,16.666,12.467,9.384
Historical,Minsk,1919,7.837,17.496,11.529,8.930
Historical,Minsk,1920,7.251,16.858,10.933,8.293
Historical,Minsk,1921,6.927,18.825,11.971,10.105
Historical,Minsk,1922,6.667,18.521,11.891,7.805
Historical,Minsk,1923,8.934,17.483,12.322,8.979
Historical,Minsk,1924,7.226,15.986,10.613,8.546
Historical,Minsk,1925,6.882,19.375,11.905,8.777
Historical,Minsk,1926,6.645,17.457,11.624,9.665
Historical,Minsk,1927,5.750,17.947,11.988,8.945
Historical,Minsk,1928,7.704,21.777,11.559,9.616
Historical,Minsk,1929,5.469,19.096,11.646,6.341
Historical,Minsk,1930,6.982,21.346,11.693,10.100
Historical,Minsk,1931,6.365,18.905,12.521,9.024
Historical,Minsk,1932,5.143,17.710,11.816,7.264
Historical,Minsk,1933,6.469,16.757,11.488,8.645
Historical,Minsk,1934,6.604,19.097,11.901,9.145
Historical,Minsk,1935,8.929,18.754,12.549,10.643
Historical,Minsk,1936,6.294,16.750,12.550,9.273
Historical,Minsk,1937,7.732,15.874,11.246,9.225
Historical,Minsk,1938,4.424,17.604,10.545,7.762
Historical,Minsk,1939,6.047,20.567,12.210,8.465
Historical,Minsk,1940,6.341,16.172,10.145,8.149
Historical,Minsk,1941,6.900,16.887,11.526,7.800
Historical,Minsk,1942,6.502,17.806,11.865,7.123
Historical,Minsk,1943,6.939,18.978,13.073,10.239
Historical,Minsk,1944,6.846,15.235,11.766,8.887
Historical,Minsk,1945,6.103,17.035,10.366,8.119
Historical,Minsk,1946,7.116,17.382,12.485,8.949
Historical,Minsk,1947,6.675,14.491,10.941,6.924
Historical,Minsk,1948,7.255,20.065,10.476,8.796
Historical,Minsk,1949,5.632,18.638,11.928,7.191
Historical,Minsk,1950,7.574,17.818,11.143,9.979
Historical,Minsk,1951,5.984,17.587,11.321,8.051
Historical,Minsk,1952,8.363,17.819,11.966,7.834
Historical,Minsk,1953,6.411,19.184,11.901,8.093
Historical,Minsk,1954,6.965,20.682,11.065,8.484
Historical,Minsk,1955,7.378,18.715,10.986,9.153
Historical,Minsk,1956,5.914,16.310,10.765,6.600
Historical,Minsk,1957,5.629,19.373,11.284,9.053
Historical,Minsk,1958,6.995,18.525,12.854,9.192
Historical,Minsk,1959,6.587,16.662,11.534,8.469
Historical,Minsk,1960,6.781,21.900,11.373,10.444
Historical,Minsk,1961,6.828,20.866,11.642,9.456
Historical,Minsk,1962,6.270,19.376,11.414,10.301
Historical,Minsk,1963,6.822,18.467,11.230,10.428
Historical,Minsk,1964,5.563,17.517,10.846,8.617
Historical,Minsk,1965,5.637,17.034,11.381,7.062
Historical,Minsk,1966,6.048,16.913,10.247,8.538
Historical,Minsk,1967,6.345,13.856,10.588,7.053
Historical,Minsk,1968,6.568,19.096,11.294,10.243
Historical,Minsk,1969,6.906,18.750,10.356,9.627
Historical,Minsk,1970,6.358,17.535,11.114,8.933
Historical,Minsk,1971,6.104,17.199,9.855,10.494
Historical,Minsk,1972,5.400,15.995,9.397,7.747
Historical,Minsk,1973,5.855,17.395,10.641,8.955
Historical,Minsk,1974,5.372,18.451,11.457,6.564
Historical,Minsk,1975,5.984,17.946,10.325,8.969
Historical,Minsk,1976,6.524,19.662,12.269,7.609
Historical,Minsk,1977,5.851,17.552,10.273,8.897
Historical,Minsk,1978,6.489,15.257,12.145,7.170
Historical,Minsk,1979,6.369,18.354,11.508,9.785
Historical,Minsk,1980,6.398,16.906,11.771,8.590
Historical,Minsk,1981,7.381,19.290,11.314,9.617
Historical,Minsk,1982,6.166,17.920,11.071,10.001
Historical,Minsk,1983,8.398,18.124,10.413,7.870
